sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar
S02334,sesong,2835.75,0.595,71.58,11.32,0.34,123.7,0.317,9.94
S02335,ferskvare,6151.56,0.586,40.22,1.1,0.165,2.4,0.628,2.1
S02336,frossen,1547.94,0.214,188.31,7.89,0.388,123.2,0.549,5.33
S02337,ferskvare,3198.09,0.467,61.34,2.11,0.195,6.8,0.698,3.6
S02338,frossen,3660.07,0.254,153.86,27.62,0.287,134.1,0.341,3.54
S02339,ferskvare,2397.92,0.291,40.28,1.1,0.198,5.0,0.323,2.68
S02340,reservedel,50.37,2.306,1871.54,39.08,0.597,2836.0,0.286,0.14
S02341,kampanje,3942.43,1.114,89.42,5.78,0.395,173.4,0.39,15.76
S02342,sesong,1325.3,0.452,119.54,8.54,0.33,315.7,0.462,8.3
S02343,ferskvare,5487.62,0.498,39.25,2.42,0.15,2.1,0.507,4.43
S02344,sesong,1574.77,0.771,86.95,17.45,0.28,235.3,0.274,6.75
S02345,ferskvare,2540.81,0.322,79.51,2.62,0.179,6.1,0.568,1.71
S02346,daglig,1800.51,0.449,12.05,2.98,0.22,16.5,0.655,5.52
S02347,sesong,3585.7,0.67,141.81,10.8,0.251,66.6,0.19,6.25
S02348,premium,224.77,1.286,1179.01,18.85,0.406,488.8,0.105,2.56
S02349,premium,45.72,0.674,1308.81,8.04,0.203,824.3,0.325,0.81
S02350,kampanje,430.85,0.85,60.38,7.6,0.229,79.9,0.652,9.23
S02351,frossen,6253.0,0.345,135.04,24.59,0.229,153.5,0.451,3.17
S02352,reservedel,30.0,2.295,319.84,60.67,0.215,3353.6,0.293,1.33
S02353,ikke-mat,724.38,0.653,51.52,5.52,0.308,1275.1,0.293,2.71
S02354,reservedel,73.64,0.972,785.64,69.56,0.338,1671.6,0.046,1.97
S02355,kampanje,1992.52,0.577,26.65,11.17,0.327,132.0,0.392,19.82
S02356,sesong,2966.89,0.935,51.34,11.48,0.217,290.3,0.399,6.41
S02357,daglig,3772.68,0.165,52.35,3.16,0.124,15.1,0.431,7.87
S02358,daglig,7684.38,0.43,44.14,4.26,0.195,22.8,0.675,2.06
S02359,reservedel,7.98,1.501,1348.56,51.12,0.35,1815.3,0.019,0.83
S02360,reservedel,72.93,2.355,1123.67,67.65,0.474,2935.5,0.284,0.48
S02361,sesong,2264.47,0.5,77.66,15.92,0.316,138.2,0.4,4.57
S02362,frossen,2623.06,0.222,131.62,17.44,0.254,92.9,0.427,5.27
S02363,reservedel,317.39,1.979,1575.59,12.9,0.569,2118.9,0.12,1.72
S02364,daglig,15019.2,0.368,51.47,2.5,0.252,14.5,0.747,4.22
S02365,ferskvare,4362.23,0.515,52.57,2.53,0.105,2.1,0.525,2.93
S02366,daglig,3096.55,0.439,42.99,3.67,0.208,28.0,0.669,6.82
S02367,sesong,4004.76,0.52,127.47,19.1,0.33,95.6,0.432,3.77
S02368,kampanje,6894.53,0.994,68.42,7.4,0.337,129.1,0.533,14.34
S02369,sesong,1474.14,0.484,99.87,16.58,0.21,102.9,0.465,9.05
S02370,ikke-mat,115.52,1.544,437.52,19.23,0.235,1297.7,0.466,2.76
S02371,premium,101.17,1.329,842.93,20.77,0.367,1236.6,0.383,0.12
S02372,daglig,4397.48,0.266,53.45,5.52,0.266,24.9,0.718,3.78
S02373,sesong,5792.08,0.865,113.98,14.8,0.199,247.6,0.282,9.97
S02374,ferskvare,6037.68,0.434,75.63,1.33,0.115,4.8,0.591,1.27
S02375,daglig,5597.62,0.169,31.2,3.93,0.284,14.3,0.467,2.05
S02376,sesong,6093.25,0.825,87.84,8.18,0.337,300.2,0.146,4.88
S02377,kampanje,3407.01,1.165,27.62,11.75,0.215,80.5,0.6,16.53
S02378,premium,151.08,0.722,1445.72,5.27,0.248,415.4,0.133,2.51
S02379,daglig,3768.68,0.358,12.88,4.53,0.167,26.2,0.719,6.76
S02380,daglig,7384.85,0.397,41.5,3.51,0.116,8.5,0.501,3.8
S02381,reservedel,22.45,2.101,1635.66,67.28,0.485,2459.4,0.063,0.49
S02382,reservedel,31.14,1.266,180.79,25.97,0.392,1839.2,0.281,0.84
S02383,reservedel,386.53,1.791,579.81,26.26,0.547,3005.3,0.134,1.82
S02384,reservedel,32.38,1.091,1970.5,57.93,0.523,987.6,0.067,0.83
S02385,kampanje,6931.02,0.959,70.75,5.55,0.317,39.3,0.453,17.51
S02386,kampanje,2055.3,0.709,105.95,12.92,0.321,177.3,0.398,8.83
S02387,ferskvare,9894.18,0.371,19.14,1.13,0.114,2.1,0.688,2.41
S02388,premium,69.92,0.521,714.9,19.31,0.206,543.6,0.348,0.36
S02389,daglig,7576.2,0.271,42.89,2.51,0.144,17.6,0.67,3.76
S02390,daglig,4620.89,0.384,37.58,3.84,0.224,23.8,0.454,7.12
S02391,ferskvare,2217.62,0.584,17.3,1.77,0.179,4.2,0.629,1.71
S02392,ferskvare,13888.64,0.58,89.75,1.02,0.246,1.7,0.515,2.23
S02393,sesong,1590.95,0.569,69.07,19.65,0.267,276.0,0.37,5.75
S02394,frossen,2606.49,0.243,110.7,26.77,0.25,404.2,0.531,5.63
S02395,ferskvare,2759.04,0.463,53.13,2.56,0.136,5.9,0.56,5.0
S02396,kampanje,16145.99,0.951,23.67,6.98,0.376,124.0,0.656,12.61
S02397,daglig,2129.48,0.379,28.88,2.09,0.276,25.1,0.58,5.28
S02398,frossen,5259.68,0.365,61.93,11.42,0.369,253.1,0.526,3.9
S02399,premium,60.7,0.674,1309.72,19.41,0.379,1176.4,0.359,2.33
S02400,daglig,2427.4,0.364,30.8,2.28,0.241,23.6,0.489,7.72
S02401,premium,1101.72,1.565,694.64,19.42,0.398,1132.5,0.386,1.96
S02402,daglig,7687.42,0.247,14.11,3.51,0.261,28.7,0.79,3.24
S02403,frossen,3472.82,0.27,130.97,14.62,0.388,204.8,0.534,5.59
S02404,frossen,4316.6,0.286,77.96,27.39,0.215,142.7,0.591,5.11
S02405,frossen,3142.45,0.396,173.73,13.91,0.239,94.9,0.449,3.18
S02406,ikke-mat,8108.97,0.94,110.63,29.01,0.488,1365.1,0.471,0.65
S02407,frossen,5132.97,0.392,165.54,24.74,0.201,265.3,0.598,4.36
S02408,ferskvare,2392.64,0.386,39.19,1.9,0.167,4.0,0.486,3.58
S02409,kampanje,5213.62,0.791,108.49,11.91,0.222,104.2,0.542,13.77
S02410,daglig,10152.44,0.449,14.82,4.06,0.202,19.9,0.467,5.83
S02411,ferskvare,10064.12,0.482,39.78,2.98,0.224,4.2,0.696,5.15
S02412,daglig,5318.02,0.327,39.04,4.61,0.288,18.3,0.431,4.88
S02413,premium,239.38,0.53,685.19,15.28,0.176,661.2,0.14,1.43
S02414,premium,173.08,0.62,1316.48,5.84,0.196,938.4,0.113,0.1
S02415,daglig,25159.47,0.313,59.67,3.74,0.215,28.1,0.593,6.69
S02416,ferskvare,2743.32,0.473,84.94,1.0,0.235,4.0,0.543,3.25
S02417,reservedel,25.82,2.507,2026.49,62.41,0.316,1534.5,0.101,0.46
S02418,kampanje,10383.52,1.159,107.61,8.95,0.27,121.8,0.545,16.21
S02419,ikke-mat,479.65,0.691,439.51,23.66,0.482,860.7,0.314,1.29
S02420,frossen,1593.02,0.315,149.48,10.68,0.221,160.0,0.412,5.38
S02421,sesong,7135.0,0.717,132.29,6.02,0.312,291.3,0.312,3.16
S02422,reservedel,116.32,1.529,3016.61,48.31,0.404,2151.1,0.234,0.65
S02423,reservedel,93.47,1.459,1095.85,37.28,0.297,3420.6,0.254,1.98
S02424,daglig,7789.69,0.244,29.03,4.79,0.103,29.9,0.404,5.19
S02425,ferskvare,3943.28,0.475,59.77,1.6,0.189,5.5,0.506,4.9
S02426,ikke-mat,161.48,1.002,433.93,13.09,0.368,1124.0,0.475,0.65
S02427,sesong,3620.88,0.783,100.6,11.32,0.232,345.2,0.368,9.5
S02428,kampanje,3242.94,0.906,80.99,10.56,0.368,128.9,0.346,19.31
S02429,kampanje,6010.68,0.826,67.47,10.89,0.355,41.8,0.463,17.24
S02430,ikke-mat,3049.13,0.614,155.92,16.62,0.228,404.3,0.316,2.6
S02431,daglig,2380.54,0.446,33.88,5.19,0.157,26.1,0.729,3.61
S02432,ferskvare,3936.35,0.489,48.2,2.55,0.146,3.9,0.696,1.89
S02433,reservedel,26.52,2.597,578.93,21.41,0.478,2945.3,0.158,1.97
S02434,sesong,1591.8,0.76,108.84,10.14,0.33,228.6,0.199,3.62
S02435,frossen,2040.49,0.3,184.66,9.52,0.397,465.0,0.246,2.34
S02436,daglig,6907.98,0.173,23.11,5.2,0.282,24.7,0.756,5.36
S02437,frossen,1388.52,0.514,147.16,19.07,0.398,301.4,0.448,4.04
S02438,premium,171.45,0.863,1766.06,10.06,0.354,905.9,0.367,2.27
S02439,sesong,6046.61,0.806,50.98,13.06,0.214,79.8,0.499,9.51
S02440,daglig,2899.63,0.21,59.43,4.52,0.293,8.0,0.469,6.06
S02441,reservedel,25.78,1.439,1915.11,69.98,0.52,3426.0,0.203,1.75
S02442,reservedel,51.31,1.111,2293.82,46.09,0.394,1525.7,0.235,1.64
S02443,frossen,3796.31,0.348,52.75,10.5,0.299,125.9,0.487,5.18
S02444,kampanje,1672.55,1.131,115.43,8.48,0.218,64.7,0.563,12.87
S02445,kampanje,3022.68,0.943,35.78,6.86,0.276,153.7,0.573,15.74
S02446,ikke-mat,187.6,1.204,65.85,10.03,0.199,458.4,0.228,3.15
S02447,ferskvare,2083.29,0.293,35.24,1.4,0.102,2.7,0.699,2.68
S02448,daglig,3251.34,0.299,21.47,4.24,0.18,27.6,0.771,6.28
S02449,reservedel,180.51,1.419,2570.63,11.75,0.465,1667.1,0.144,0.65
S02450,sesong,436.26,0.787,107.41,8.91,0.159,321.1,0.297,7.33
S02451,kampanje,932.94,0.958,21.5,9.33,0.3,44.4,0.598,10.83
S02452,ferskvare,4265.1,0.531,79.88,1.48,0.203,1.0,0.588,3.32
S02453,reservedel,36.93,1.497,2703.25,12.32,0.275,1927.5,0.179,0.01
S02454,premium,342.56,0.916,1208.0,19.33,0.282,889.9,0.239,0.36
S02455,ferskvare,3794.26,0.534,86.07,1.94,0.198,2.0,0.691,3.9
S02456,premium,169.75,1.386,1138.39,20.09,0.381,1302.9,0.264,1.55
S02457,sesong,1309.05,0.477,157.88,19.66,0.341,79.0,0.208,9.31
S02458,premium,115.52,0.997,746.07,18.84,0.305,551.7,0.257,0.34
S02459,daglig,9200.3,0.33,31.89,3.18,0.113,28.8,0.567,4.98
S02460,ikke-mat,332.78,1.785,368.47,7.39,0.363,1072.6,0.417,3.99
S02461,daglig,1821.82,0.301,28.68,4.57,0.25,12.2,0.601,2.68
S02462,ikke-mat,1300.28,1.658,107.89,25.28,0.28,1333.7,0.464,3.12
S02463,reservedel,42.61,1.515,2366.31,56.63,0.516,2888.5,0.069,0.58
S02464,premium,274.65,1.109,1407.12,13.79,0.427,1292.0,0.178,2.65
S02465,ferskvare,1827.9,0.548,39.3,1.58,0.2,7.0,0.352,4.51
S02466,kampanje,3174.02,0.817,94.99,9.55,0.36,141.6,0.694,17.73
S02467,kampanje,1990.95,0.972,28.98,10.05,0.35,59.6,0.474,14.51
S02468,daglig,6352.5,0.413,18.45,5.09,0.256,17.3,0.616,2.92
S02469,premium,236.43,0.747,1490.34,14.09,0.167,638.1,0.358,0.83
S02470,sesong,991.36,0.497,150.97,12.19,0.248,233.8,0.245,8.08
S02471,premium,124.17,0.708,1216.54,19.03,0.169,1271.1,0.346,0.23
S02472,daglig,5699.1,0.255,15.73,5.03,0.201,16.4,0.69,3.76
S02473,kampanje,1919.8,0.775,73.99,6.59,0.397,95.3,0.659,19.74
S02474,premium,160.28,1.303,1115.59,4.65,0.436,764.5,0.368,1.97
S02475,premium,84.94,0.715,471.78,15.87,0.159,1416.7,0.235,1.47
S02476,daglig,3249.18,0.176,39.41,3.38,0.225,19.8,0.487,4.77
S02477,ferskvare,2555.21,0.519,15.89,1.54,0.18,3.9,0.676,5.22
S02478,kampanje,2486.89,0.884,62.89,4.37,0.364,94.6,0.428,15.28
S02479,premium,118.69,0.665,1674.63,5.03,0.441,746.4,0.384,2.74
S02480,premium,222.18,1.38,343.64,4.49,0.257,960.5,0.103,1.55
S02481,daglig,7387.8,0.22,36.4,2.69,0.153,28.2,0.799,3.46
S02482,reservedel,21.12,1.553,1471.07,15.35,0.259,1964.7,0.071,1.69
S02483,premium,107.81,0.976,1529.58,5.99,0.416,242.8,0.377,0.42
S02484,premium,71.48,0.52,1504.13,13.51,0.156,1171.0,0.13,1.62
S02485,kampanje,2649.78,1.105,66.43,11.58,0.383,133.4,0.429,13.56
S02486,kampanje,618.98,0.848,44.59,12.07,0.322,125.0,0.344,8.02
S02487,kampanje,3313.18,1.156,73.72,6.15,0.34,135.1,0.326,16.32
S02488,premium,315.72,0.78,250.26,14.29,0.37,475.0,0.338,2.29
S02489,daglig,3055.71,0.234,18.27,5.84,0.264,8.8,0.605,3.6
S02490,ferskvare,4502.2,0.363,24.57,1.45,0.149,3.5,0.487,3.6
S02491,premium,19.22,0.96,1743.1,4.22,0.326,427.9,0.213,1.64
S02492,kampanje,2220.76,1.186,69.36,6.57,0.358,63.2,0.503,18.16
S02493,sesong,4936.51,0.51,37.28,20.78,0.186,162.3,0.302,5.62
S02494,ferskvare,7687.81,0.319,52.01,1.88,0.22,2.9,0.676,2.41
S02495,kampanje,3556.46,1.096,51.7,7.95,0.368,42.9,0.418,14.38
S02496,kampanje,1261.24,0.917,68.98,13.62,0.223,147.0,0.351,16.79
S02497,frossen,2193.03,0.417,180.1,16.92,0.201,115.5,0.453,4.71
S02498,frossen,1983.24,0.297,153.13,13.39,0.215,274.3,0.416,5.86
S02499,frossen,1545.78,0.533,83.09,27.14,0.265,499.3,0.552,5.46
S02500,frossen,2059.85,0.54,154.01,14.02,0.298,378.0,0.577,5.12
